Genus	Species	Aggregation_score	B_vitamins	Copies_16S	GC_content	Gene_number	Genome_Mb	Gram_positive	IgA	Length	Motility	Oxygen_tolerance	pH_optimum	Salt_optimum	Temp_optimum	Width	Sporulation
Acidovorax	anthurii	NA	NA	NA	NA	NA	5.46904	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Acidovorax	avenae	NA	NA	3	69.13333333333333	4871	5.48217	0	NA	NA	1	5	NA	NA	NA	NA	1
Acidovorax	caeni	NA	NA	NA	65.7	NA	4.15233	0	NA	0.5877866649021191	1	4	8	NA	NA	-0.10536051565782628	0
Acidovorax	carolinensis	NA	NA	4	63.914325	4141.25	4.3288955555555555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acidovorax	cattleyae	NA	NA	NA	NA	NA	5.61839	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acidovorax	citrulli	NA	NA	3	68.742025	4649.125	5.053547647058823	0	NA	NA	1	5	NA	NA	NA	NA	1
Acidovorax	defluvii	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Acidovorax	delafieldii	NA	NA	NA	66.75	NA	5.02218	0	NA	NA	1	5	NA	NA	NA	NA	1
Acidovorax	ebreus	NA	NA	3	66.4281	3982	4.25142	0	NA	NA	1	4	NA	NA	NA	NA	NA
Acidovorax	facilis	NA	NA	NA	62.75	NA	4.98262	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Acidovorax	kalamii	NA	NA	NA	65.7	NA	5.138	0	NA	0.8754687373538999	1	5	NA	NA	NA	-0.3078847797693004	0
Acidovorax	konjaci	NA	NA	NA	68.4	NA	5.07753	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acidovorax	monticola	NA	NA	3	68.6	4452	4.67999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acidovorax	oryzae	NA	NA	NA	NA	NA	5.52678	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acidovorax	radicis	NA	NA	NA	63.833333333333336	4574	5.17351	0	NA	0.5596157879354227	1	5	NA	NA	NA	-0.916290731874155	1
Acidovorax	soli	1	NA	NA	60.9	NA	4.13022	0	NA	0.26236426446749106	0	3	7	0	30	-0.6931471805599453	NA
Acidovorax	temperans	NA	NA	NA	62.4	NA	4.65139	0	NA	NA	1	4.777777777777778	NA	NA	NA	NA	1
Acidovorax	valerianellae	NA	NA	NA	64.5	NA	5.25708	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acidovorax	wautersii	NA	NA	NA	67.1	NA	5.33559	0	NA	1.0986122886681098	1	5	NA	NA	NA	-0.7985076962177716	NA
Aciduliprofundum	boonei	NA	NA	1	39.2	1593	1.48678	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
Acidulodesulfobacterium	acidiphilum	NA	NA	NA	NA	NA	2.09316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acidulodesulfobacterium	ferriphilum	NA	NA	NA	NA	NA	1.87312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	albensis	NA	NA	NA	NA	NA	3.0459	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	apis	NA	NA	NA	NA	NA	2.41378	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	avistercoris	NA	NA	NA	NA	NA	3.93719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	baretiae	NA	NA	NA	NA	NA	2.58042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	baumannii	NA	7	5.9655172413793105	39.05705790080738	3909.5284360189576	4.043149931113662	0	NA	NA	0.009523809523809525	2.4205607476635516	NA	NA	NA	NA	1
Acinetobacter	baylyi	NA	NA	7	40.4	3354	3.59862	0	NA	NA	0	5	NA	NA	NA	NA	1
Acinetobacter	beijerinckii	NA	NA	NA	NA	NA	3.56333	0	NA	NA	0	5	NA	NA	31	NA	NA
Acinetobacter	bereziniae	NA	NA	7	38.083133333333336	4375.333333333333	4.672072857142857	0	NA	NA	0	5	NA	NA	NA	NA	NA
Acinetobacter	bohemicus	NA	NA	NA	39.6	NA	3.65769	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	boissieri	1	NA	NA	37.8	NA	2.69021	0	NA	0.4054651081081644	0	5	NA	NA	NA	0.4054651081081644	0
Acinetobacter	bouvetii	NA	NA	NA	45	3218	3.39925	0	NA	NA	0	5	NA	NA	NA	NA	NA
Acinetobacter	brisouii	NA	NA	NA	43.9	NA	3.14851	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	calcoaceticus	NA	NA	6	38.53914666666667	3769.6	3.9876754545454545	0	NA	NA	0	4	NA	NA	NA	NA	1
Acinetobacter	celticus	NA	NA	NA	39.4	NA	3.0938	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	chengduensis	NA	NA	NA	39.9	NA	3.76667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	chinensis	NA	NA	7	42.4163	3599	3.73729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	colistiniresistens	NA	NA	NA	41.3	NA	3.89768	0	NA	NA	0	5	NA	NA	NA	NA	NA
Acinetobacter	courvalinii	NA	NA	NA	45.34	NA	3.93972	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	cumulans	NA	NA	7	40.3402	3512	3.71087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	defluvii	NA	NA	7	38.068333333333335	3710	3.81227	0	NA	-0.16251892949777494	0	5	NA	NA	NA	-0.2876820724517809	0
Acinetobacter	dijkshoorniae	NA	NA	NA	NA	NA	NA	0	NA	NA	0	5	NA	NA	NA	NA	NA
Acinetobacter	equi	NA	NA	7	34.9	2906	3.05427	0	NA	0.22314355131420976	0	5	NA	NA	NA	-0.2231435513142097	NA
Acinetobacter	gandensis	NA	NA	NA	39.6	NA	3.17636	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	geminorum	NA	NA	NA	NA	NA	3.80036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	genomo	NA	NA	NA	NA	NA	NA	0	NA	NA	0	1	NA	NA	NA	NA	1
Acinetobacter	gerneri	NA	NA	NA	NA	NA	4.59517	0	NA	NA	0	5	NA	NA	NA	NA	NA
Acinetobacter	guerrae	NA	NA	NA	NA	NA	3.54124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	guillouiae	NA	NA	7	38.86666666666667	4315	4.64842	0	NA	NA	0	5	NA	NA	NA	NA	NA
Acinetobacter	gyllenbergii	NA	NA	6	41.4	3830	4.155763333333334	0	NA	NA	0	5	NA	NA	31	NA	NA
Acinetobacter	haemolyticus	NA	7	6	39.848129032258065	3443.2	3.5813106451612904	0	NA	NA	0	5	NA	NA	NA	NA	NA
Acinetobacter	halotolerans	NA	NA	NA	44.9	NA	3.2907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	harbinensis	NA	NA	NA	45.5	NA	2.89979	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	idrijaensis	NA	NA	NA	NA	NA	2.24949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	ihumii	NA	NA	NA	NA	NA	3.30082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	indicus	NA	NA	7	45.4097652173913	3069.7727272727275	3.1867477777777777	0	NA	NA	0	5	7	1	28	0	NA
Acinetobacter	johnsonii	NA	7	7	41.5654575	3587.5263157894738	3.66893425	0	NA	NA	0	4.384615384615385	NA	NA	NA	NA	NA
Acinetobacter	junii	NA	7	6	39.13925	3233.7	3.443842083333333	0	NA	NA	0	4	NA	NA	NA	NA	NA
Acinetobacter	kanungonis	NA	NA	NA	NA	NA	3.5079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	kookii	NA	NA	NA	NA	NA	3.0854	0	NA	NA	0	5	NA	NA	NA	NA	NA
Acinetobacter	kyonggiensis	NA	NA	NA	41.65	NA	3.71402	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	lactucae	NA	NA	6	38.849999999999994	3746	3.976874	0	NA	NA	0	5	NA	NA	NA	NA	0
Acinetobacter	lanii	NA	NA	8	41.28373333333334	3110	3.42871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	larvae	NA	NA	7	41.6	3298	3.7411	0	NA	-0.2231435513142097	0	5	NA	NA	NA	-0.6931471805599453	0
Acinetobacter	libanensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	lwoffii	NA	6	6.75	43.12944	3300.714285714286	3.4260479999999998	0	NA	NA	0	4.733333333333333	NA	NA	NA	NA	NA
Acinetobacter	marinus	NA	NA	NA	44.1	NA	2.99478	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	mesopotamicus	NA	NA	NA	42.9	NA	NA	0	NA	NA	0	5	NA	NA	NA	NA	0
Acinetobacter	modestus	NA	NA	NA	41.24	NA	3.54608	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	nectaris	0	NA	NA	36.6	NA	2.66894	0	NA	0.4054651081081644	0	5	NA	NA	27.5	0.4054651081081644	0
Acinetobacter	nosocomialis	NA	NA	6	38.78329375	3918.5625	4.0429972727272725	0	NA	NA	0	4.2	NA	NA	NA	NA	1
Acinetobacter	oleivorans	NA	NA	6	39.6	3970	4.15254	0	NA	NA	1	5	NA	NA	NA	NA	1
Acinetobacter	oryzae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	parvus	NA	NA	NA	NA	NA	2.91264	0	NA	NA	0	2.7142857142857144	NA	NA	NA	NA	1
Acinetobacter	pecorum	NA	NA	NA	NA	NA	3.22095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	piscicola	NA	NA	7	37.8782	4206	4.045436666666666	0	NA	0.4382549309311553	0	2	NA	NA	NA	-0.10536051565782628	0
Acinetobacter	pittii	NA	NA	5.764705882352941	38.82802467532468	3967.0810810810813	4.108633076923077	0	NA	NA	0	4.5	NA	NA	NA	NA	1
Acinetobacter	plantarum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	pollinis	NA	NA	NA	NA	NA	2.66417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	populi	NA	NA	NA	NA	NA	3.6867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	portensis	NA	NA	NA	36.997	3016	3.05494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	pragensis	NA	NA	NA	NA	NA	3.70639	0	NA	NA	0	5	NA	NA	NA	NA	NA
Acinetobacter	proteolyticus	NA	NA	NA	42.72	NA	4.31378	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	pseudolwoffi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	pseudolwoffii	NA	NA	NA	43.0828	3274	3.2550166666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	pullicarnis	NA	NA	NA	41.53	NA	4.12506	0	NA	0.5306282510621704	0	5	NA	NA	NA	-0.35667494393873245	NA
Acinetobacter	pullorum	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	puyangensis	1	NA	NA	42.75	NA	3.78122	0	NA	-0.10536051565782628	0	5	7	NA	30	-0.5108256237659907	NA
Acinetobacter	qingfengensis	NA	NA	NA	44	NA	3.15299	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	radioresistens	NA	7	6.6	41.900866666666666	3035.5	3.2108244444444445	0	NA	NA	0	4.666666666666667	NA	NA	NA	NA	1
Acinetobacter	rathckeae	NA	NA	NA	NA	NA	2.62192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	refrigeratoris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	rongchengensis	NA	NA	NA	NA	NA	4.10213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	rudis	NA	NA	NA	39.3	NA	4.06669	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	schindleri	NA	NA	6.857142857142857	42.58682857142857	3223	3.3222886666666667	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	seifertii	NA	NA	6	38.59208888888889	4086.3	4.241022098765432	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	seohaensis	NA	NA	NA	41.9	NA	2.99356	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	septicus	NA	NA	NA	NA	NA	3.86032	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	shaoyimingii	NA	NA	7	38.266666666666666	3255	3.57104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	sichuanensis	NA	NA	NA	37.02	NA	4.66661	0	NA	NA	0	5	NA	NA	NA	NA	0
Acinetobacter	silvestris	NA	NA	NA	NA	NA	3.12961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	soli	NA	NA	7	43.088119999999996	3340.5	3.56699	0	NA	NA	0	5	NA	NA	NA	NA	0
Acinetobacter	stercoris	NA	NA	NA	NA	NA	4.16462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	tandoii	NA	NA	6.5	42.0867	3353	3.5622866666666666	0	NA	NA	0	5	NA	NA	NA	NA	NA
Acinetobacter	terrae	NA	NA	NA	NA	NA	3.37297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	terrestris	NA	NA	NA	NA	NA	3.28706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	tianfuensis	NA	NA	NA	NA	NA	3.4649200000000002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	tjernbergiae	NA	NA	6	NA	NA	3.66676	0	NA	NA	0	5	NA	NA	NA	NA	NA
Acinetobacter	towneri	NA	NA	6.75	41.36416666666667	2819.8333333333335	2.9062976923076924	0	NA	NA	0	5	NA	NA	NA	NA	NA
Acinetobacter	ursingii	NA	NA	7	40.129133333333336	3359.6666666666665	3.5496371428571427	0	NA	NA	0	4.142857142857143	NA	NA	NA	NA	1
Acinetobacter	variabilis	NA	NA	NA	42.22126	3348.2	3.4224	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	venetianus	NA	NA	6	42.6451	3941	3.8961666666666668	0	NA	NA	0	5	NA	NA	33.5	NA	NA
Acinetobacter	vivianii	NA	NA	NA	44.68	NA	3.99557	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Acinetobacter	wanghuae	NA	NA	7	40.6	2662	2.76776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acinetobacter	wuhouensis	NA	NA	7	38.15712	4117	4.215926	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Acrocarpospora	corrugata	NA	NA	NA	NA	NA	9.27163	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acrocarpospora	macrocephala	NA	NA	NA	68	NA	12.1003	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acrocarpospora	phusangensis	NA	NA	NA	71	NA	9.11182	1	NA	NA	NA	NA	9	0.5	27.5	NA	NA
Acrocarpospora	pleiomorpha	NA	NA	NA	69	NA	11.7629	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actibacter	haliotis	NA	NA	NA	42.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actibacter	sediminis	NA	NA	NA	44	NA	NA	0	NA	1.0296194171811581	0	5	6	2	37	-0.2231435513142097	0
Actibacterium	atlanticum	NA	NA	NA	NA	NA	3.17638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actibacterium	lipolyticum	NA	NA	NA	NA	NA	3.87774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actibacterium	mucosum	NA	NA	NA	61.3	NA	3.71534	NA	NA	0	0	5	NA	NA	NA	-1.0498221244986778	NA
Actibacterium	naphthalenivorans	NA	NA	NA	64.5	NA	4.09811	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Actibacterium	pelagium	NA	NA	NA	57.8	NA	3.49448	0	NA	0.6931471805599453	0	5	NA	NA	NA	-0.10536051565782628	0
Actibacterium	ureilyticum	NA	NA	NA	60.1	NA	4.1453	0	NA	0.5306282510621704	1	5	NA	NA	NA	-0.35667494393873245	NA
Actimicrobium	antarcticum	NA	NA	NA	65.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinacidiphilus	wushanense	NA	NA	NA	66.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinaurispora	siamensis	0	NA	NA	72.6	NA	NA	1	NA	NA	0	NA	7	0.75	27.5	-0.6931471805599453	1
Actinoallomurus	acaciae	NA	NA	NA	70.6	NA	NA	1	NA	NA	0	5	6.5	1.5	29	NA	1
Actinoallomurus	acanthiterrae	1	NA	NA	71.3	NA	NA	1	NA	NA	0	5	6.5	0	32.5	NA	1
Actinoallomurus	amamiensis	1	NA	NA	72	NA	NA	1	NA	0.09531017980432493	0	5	5.5	1	28.5	-0.2876820724517809	1
Actinoallomurus	bryophytorum	NA	NA	NA	70.8	NA	9.46664	1	NA	NA	NA	5	NA	NA	NA	NA	NA
Actinoallomurus	caesius	1	NA	NA	71	NA	NA	1	NA	0.13976194237515863	0	5	6	1	28.5	-0.10536051565782628	1
Actinoallomurus	coprocola	1	NA	NA	74	NA	NA	1	NA	0.09531017980432493	0	5	6	1.5	28.5	-0.2876820724517809	1
Actinoallomurus	dix	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinoallomurus	fulvus	1	NA	NA	72	NA	NA	1	NA	0.13976194237515863	0	5	6	1	28.5	-0.05129329438755058	1
Actinoallomurus	iriomotensis	1	NA	NA	71.5	NA	NA	1	NA	0.024692612590371414	0	5	5.5	1	28.5	-0.25489224962879015	1
Actinoallomurus	liliacearum	NA	NA	NA	72	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinoallomurus	luridus	1	NA	NA	72	NA	NA	1	NA	0.09531017980432493	0	5	6	1	32.5	-0.2876820724517809	1
Actinoallomurus	oryzae	NA	NA	NA	65.4	NA	NA	1	NA	NA	NA	5	7	2.5	35.5	NA	1
Actinoallomurus	purpureus	1	NA	NA	70	NA	NA	1	NA	0.09531017980432493	0	5	6	2.5	22.5	-0.2876820724517809	1
Actinoallomurus	radicium	NA	NA	NA	72.25	NA	NA	1	NA	NA	NA	5	6	NA	NA	NA	1
Actinoallomurus	vinaceus	NA	NA	NA	72	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinoallomurus	yoronensis	1	NA	NA	69	NA	NA	1	NA	0.09531017980432493	0	5	5.5	0.5	26	-0.4307829160924542	1
Actinoalloteichus	cyanogriseus	NA	NA	NA	72.5	NA	5.96896	1	NA	NA	NA	5	NA	NA	NA	NA	NA
Actinoalloteichus	fjordicus	NA	NA	3	70.09666666666666	6017	7.12085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinoalloteichus	hoggarensis	NA	NA	3	71.1	5431	6.60672	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinoalloteichus	hymeniacidonis	NA	NA	3	68.1	5420	6.30639	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinoalloteichus	nanshanensis	NA	NA	NA	76.6	NA	NA	1	NA	NA	NA	5	NA	NA	NA	NA	NA
Actinoalloteichus	tiensis	NA	NA	NA	NA	NA	NA	1	NA	NA	0	5	8	NA	NA	NA	1
Actinobacillus	anseriformium	NA	NA	NA	NA	NA	NA	0	NA	NA	0	3	NA	NA	NA	NA	NA
Actinobacillus	Anseriformium	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA
Actinobacillus	arthritidis	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA
Actinobacillus	capsulatus	NA	NA	NA	42.4	NA	2.62114	0	NA	NA	0	3	NA	NA	NA	NA	1
Actinobacillus	delphinicola	NA	NA	6	37.6	1710	1.83724	0	NA	NA	NA	3	NA	NA	NA	NA	NA
Actinobacillus	equuli	NA	NA	6	40.36666666666667	3171	2.4173985714285715	0	NA	NA	NA	3	NA	NA	NA	NA	NA
Actinobacillus	hominis	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	4	NA	NA	NA	NA	NA
Actinobacillus	indolicus	NA	NA	6	40.1	2204	2.20221	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinobacillus	lignieresii	NA	NA	6	41.1	2320	2.3302066666666668	0	NA	NA	NA	4.333333333333333	NA	NA	NA	NA	NA
Actinobacillus	minor	NA	NA	NA	NA	NA	2.42526	0	NA	NA	0	4	NA	NA	NA	NA	NA
Actinobacillus	pleuropneumoniae	NA	NA	6	41.23253432835821	2203.6363636363635	2.3101373529411764	0	NA	NA	0	3.888888888888889	NA	NA	NA	NA	NA
Actinobacillus	porcinus	NA	NA	NA	41.4	NA	2.27624	0	NA	NA	NA	3	NA	NA	NA	NA	NA
Actinobacillus	porcitonsillarum	NA	NA	6	39.7	2154	2.26319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinobacillus	rossii	NA	NA	NA	40	NA	2.65799	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Actinobacillus	scotiae	NA	NA	NA	40.5	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA
Actinobacillus	seminis	NA	NA	NA	NA	NA	2.4674	0	NA	NA	NA	3	NA	NA	NA	NA	NA
Actinobacillus	succinogenes	NA	NA	6	45	NA	2.31448	0	NA	NA	NA	4.076923076923077	NA	NA	NA	NA	NA
Actinobacillus	suis	NA	NA	6	40.2	2339.5	2.5100233333333333	0	NA	NA	0	3.3333333333333335	NA	NA	NA	NA	NA
Actinobacillus	ureae	NA	4	NA	NA	NA	2.49269	0	NA	NA	0	3.1666666666666665	NA	NA	NA	NA	NA
Actinobacillus	vicugnae	NA	NA	NA	39.24	NA	2.48674	0	NA	NA	0	5	NA	NA	NA	NA	NA
Actinobacteria	bacterium	NA	NA	NA	51.825	2098.25	1.8050175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
actinobacterium	acAcidi	NA	NA	NA	NA	NA	2.69066	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
actinobacterium	LLX17	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
actinobacterium	SCGC	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinobaculum	massiliae	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinobaculum	massiliense	NA	NA	NA	60.17	NA	2.03202	1	NA	NA	0	1	NA	NA	NA	NA	0
Actinobaculum	suis	NA	NA	NA	55	NA	2.3686	1	NA	0.6931471805599453	0	1	NA	NA	NA	-0.6931471805599453	0
Actinocatenispora	comari	NA	NA	NA	NA	NA	7.96434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinocatenispora	rupis	1	NA	NA	74.3	NA	7.8311	1	NA	-0.16251892949777494	NA	5	7.1	7.1	37	-0.16251892949777494	1
Actinocatenispora	sera	1	NA	NA	72.3	6583	7.04424	1	NA	NA	0	NA	7.5	NA	21.5	NA	1
Actinocatenispora	thailandica	1	NA	NA	72.42	6781	7.42669	1	NA	-0.2876820724517809	0	5	7	3.5	27.5	-1.0498221244986778	1
Actinocorallia	aurantiaca	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinocorallia	aurea	NA	NA	NA	71.6	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinocorallia	cavernae	1	NA	NA	70.1	NA	NA	1	NA	NA	NA	5	7.6	0	27.5	NA	1
Actinocorallia	glomerata	NA	NA	NA	71.7	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinocorallia	herbida	NA	NA	NA	73	NA	9.80072	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinocorallia	lasiicapitis	NA	NA	NA	70.7	NA	NA	1	NA	NA	0	5	NA	NA	NA	NA	1
Actinocorallia	libanotica	NA	NA	NA	66.2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinocorallia	longicatena	NA	NA	NA	70.9	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
Actinocorallia	populi	NA	NA	NA	71.5	NA	8.25362	1	NA	NA	NA	NA	NA	NA	NA	NA	1
Actinocrinis	puniceicyclus	NA	NA	NA	70.2	NA	6.76501	1	NA	2.995732273553991	0	5	NA	NA	NA	0.22314355131420976	1
Actinocrispum	wychmicini	NA	NA	NA	70.7	NA	12.0113	1	NA	NA	0	5	NA	NA	NA	NA	0
Actinokineospora	acnipugnans	NA	NA	NA	71.6	NA	NA	1	NA	NA	0	5	NA	NA	NA	NA	1
Actinokineospora	alba	NA	NA	NA	68.2	NA	7.28862	1	NA	NA	NA	5	NA	NA	NA	NA	1
Actinokineospora	auranticolor	NA	NA	NA	71.3	NA	8.43189	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinokineospora	baliensis	1	NA	NA	71.4	NA	7.68139	1	NA	NA	1	5	7	0.5	26.5	0.5596157879354227	1
Actinokineospora	bangkokensis	NA	NA	NA	74	NA	7.45371	1	NA	NA	0	5	7.5	NA	NA	NA	1
Actinokineospora	cianjurensis	1	NA	NA	70.2	NA	7.61587	1	NA	NA	1	5	7	1	26.5	0.5596157879354227	1
Actinokineospora	cibodasensis	1	NA	NA	71.3	NA	NA	1	NA	NA	1	NA	7	1	26.5	0.5007752879124892	1
Actinokineospora	diorosa	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinokineospora	eciongiae	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinokineospora	enzanensis	NA	NA	NA	70	NA	8.11986	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinokineospora	fastidiosa	NA	NA	NA	73	NA	7.04285	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinokineospora	globicatena	NA	NA	NA	69.75	NA	NA	1	NA	NA	NA	5	NA	NA	NA	NA	0
Actinokineospora	guangxiensis	NA	NA	NA	73.4	NA	NA	1	NA	NA	NA	5	NA	NA	NA	NA	NA
Actinokineospora	inagensis	NA	NA	NA	69.1	NA	7.27876	1	NA	NA	1	5	NA	NA	NA	NA	0
Actinokineospora	iranica	NA	NA	NA	NA	NA	6.57876	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actinokineospora	pegani	NA	NA	NA	NA	NA	6.43951	1	NA	NA	1	5	7.5	NA	NA	NA	NA
Actinokineospora	riparia	NA	NA	NA	68.9	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1
Actinokineospora	soli	NA	NA	NA	73.8	NA	NA	1	NA	NA	0	5	8	NA	37	NA	1
Actinokineospora	terrae	NA	NA	NA	70	NA	7.58819	1	NA	NA	NA	5	NA	NA	NA	NA	NA
